DBN,School Name,Category,Year,Total Enrollment,#Grade 9,#Grade 10,#Grade 11,#Grade 12,#Female,%Female,#Male,%Male,#Asian,%Asian,#Black,%Black,#Hispanic,%Hispanic,#Other,%Other,#White,%White,#ELL Spanish,%ELL Spanish,#ELL Chinese,%ELL Chinese,#ELL Bengali,%ELL Bengali,#ELL Arabic,%ELL Arabic,#ELL Haitian Creole,%ELL Haitian Creole,#ELL French,%ELL French,#ELL Russian,%ELL Russian,#ELL Korean,%ELL Korean,#ELL Urdu,%ELL Urdu,#ELL Other,%ELL Other,ELA #Test Takers,ELA #Level 1,ELA %Level 1,ELA #Level 2,ELA %Level 2,ELA #Level 3,ELA %Level 3,ELA #Level 4,ELA %Level 4,ELA #L3+L4,ELA %L3+L4,Math #Test Takers,Math #Level 1,Math %Level 1,Math #Level 2,Math %Level 2,Math #Level 3,Math %Level 3,Math #Level 4,Math %Level 4,Math #L3+L4,Math %L3+L4
13K350,Urban Assembly School for Music and Art,English Language Learners,2017-18,7,s,s,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13K350,Urban Assembly School for Music and Art,Enrolled over the Counter,2017-18,29,12,8,s,s,20,69.0%,9,31.0%,s,s,22,75.9%,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,7,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13K350,Urban Assembly School for Music and Art,Receive free or reduced price lunch,2017-18,189,41,64,49,35,127,67.2%,62,32.8%,s,s,145,76.7%,37,19.6%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,21,7,33.3%,10,47.6%,s,s,s,s,s,s,18,11,61.1%,7,38.9%,s,s,s,s,s,s
13K350,Urban Assembly School for Music and Art,Students in temporary housing,2017-18,33,7,7,11,8,19,57.6%,14,42.4%,s,s,25,75.8%,6,18.2%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13K350,Urban Assembly School for Music and Art,Students with Disabilities,2017-18,50,12,17,13,8,26,52.0%,24,48.0%,s,s,36,72.0%,11,22.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6,s,s,s,s,s,s,s,s,s,s,6,s,s,s,s,s,s,s,s,s,s
13K412,Brooklyn Community Arts & Media High School (BCAM),All Students,2017-18,425,128,120,99,78,239,56.2%,186,43.8%,s,s,307,72.2%,105,24.7%,7,1.6%,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,119,27,22.7%,60,50.4%,21,17.6%,11,9.2%,32,26.9%,106,59,55.7%,41,38.7%,s,s,s,s,s,s
13K412,Brooklyn Community Arts & Media High School (BCAM),English Language Learners,2017-18,14,s,s,s,s,s,s,s,s,s,s,s,s,8,57.1%,s,s,s,s,8,57.1%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13K412,Brooklyn Community Arts & Media High School (BCAM),Enrolled over the Counter,2017-18,19,6,s,s,s,9,47.4%,10,52.6%,s,s,13,68.4%,6,31.6%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13K412,Brooklyn Community Arts & Media High School (BCAM),Receive free or reduced price lunch,2017-18,373,117,104,85,67,214,57.4%,159,42.6%,s,s,261,70.0%,102,27.3%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,109,25,22.9%,56,51.4%,19,17.4%,9,8.3%,28,25.7%,99,54,54.5%,39,39.4%,s,s,s,s,s,s
13K412,Brooklyn Community Arts & Media High School (BCAM),Students in temporary housing,2017-18,30,8,12,s,s,15,50.0%,15,50.0%,s,s,21,70.0%,9,30.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6,s,s,s,s,s,s,s,s,s,s,6,s,s,s,s,s,s,s,s,s,s
13K412,Brooklyn Community Arts & Media High School (BCAM),Students with Disabilities,2017-18,106,38,31,22,15,41,38.7%,65,61.3%,s,s,78,73.6%,25,23.6%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,34,19,55.9%,13,38.2%,s,s,s,s,s,s,32,24,75.0%,8,25.0%,s,s,s,s,s,s
13K419,"Science Skills Center High School for Science, Tec",All Students,2017-18,562,183,151,105,123,226,40.2%,336,59.8%,40,7.1%,389,69.2%,97,17.3%,16,2.8%,20,3.6%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,163,24,14.7%,66,40.5%,56,34.4%,17,10.4%,73,44.8%,139,54,38.8%,55,39.6%,s,s,s,s,s,s
13K419,"Science Skills Center High School for Science, Tec",English Language Learners,2017-18,17,9,s,s,No Data,6,35.3%,11,64.7%,s,s,s,s,7,41.2%,s,s,s,s,7,41.2%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,6,s,s,s,s,s,s,s,s,s,s
13K419,"Science Skills Center High School for Science, Tec",Enrolled over the Counter,2017-18,39,19,10,s,s,19,48.7%,20,51.3%,s,s,29,74.4%,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10,s,s,6,60.0%,s,s,s,s,s,s,6,s,s,s,s,s,s,s,s,s,s
13K419,"Science Skills Center High School for Science, Tec",Receive free or reduced price lunch,2017-18,457,157,126,82,92,185,40.5%,272,59.5%,38,8.3%,307,67.2%,81,17.7%,13,2.8%,18,3.9%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,141,22,15.6%,59,41.8%,44,31.2%,16,11.3%,60,42.6%,123,49,39.8%,47,38.2%,s,s,s,s,s,s
13K419,"Science Skills Center High School for Science, Tec",Students in temporary housing,2017-18,45,16,17,6,6,24,53.3%,21,46.7%,s,s,30,66.7%,11,24.4%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,11,s,s,6,54.5%,s,s,s,s,s,s,11,7,63.6%,s,s,s,s,s,s,s,s
13K419,"Science Skills Center High School for Science, Tec",Students with Disabilities,2017-18,81,25,23,16,17,21,25.9%,60,74.1%,s,s,57,70.4%,21,25.9%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,23,10,43.5%,11,47.8%,s,s,s,s,s,s,21,14,66.7%,7,33.3%,s,s,s,s,s,s
13K430,Brooklyn Technical High School,All Students,2017-18,5838,1521,1556,1450,1311,2360,40.4%,3478,59.6%,3576,61.3%,375,6.4%,416,7.1%,110,1.9%,1361,23.3%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1380,s,s,s,s,417,30.2%,931,67.5%,1348,97.7%,880,s,s,s,s,203,23.1%,664,75.5%,867,98.5%
13K430,Brooklyn Technical High School,Enrolled over the Counter,2017-18,s,s,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
13K430,Brooklyn Technical High School,Receive free or reduced price lunch,2017-18,3548,846,967,905,830,1520,42.8%,2028,57.2%,2655,74.8%,204,5.7%,270,7.6%,44,1.2%,375,10.6%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,809,s,s,s,s,241,29.8%,550,68.0%,791,97.8%,550,s,s,s,s,118,21.5%,426,77.5%,544,98.9%
13K430,Brooklyn Technical High School,Students in temporary housing,2017-18,126,47,32,36,11,40,31.7%,86,68.3%,104,82.5%,8,6.3%,s,s,s,s,9,7.1%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,46,s,s,s,s,15,32.6%,30,65.2%,45,97.8%,34,s,s,s,s,s,s,28,82.4%,s,s
13K430,Brooklyn Technical High School,Students with Disabilities,2017-18,75,23,20,13,19,9,12.0%,66,88.0%,22,29.3%,12,16.0%,s,s,s,s,31,41.3%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,19,s,s,s,s,12,63.2%,s,s,s,s,11,s,s,s,s,s,s,s,s,s,s
13K439,Brooklyn International High School,All Students,2017-18,354,84,89,102,79,166,46.9%,188,53.1%,97,27.4%,74,20.9%,139,39.3%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,26,74.3%,8,22.9%,s,s,s,s,s,s,51,25,49.0%,16,31.4%,s,s,s,s,s,s
13K439,Brooklyn International High School,Enrolled over the Counter,2017-18,66,41,20,s,s,28,42.4%,38,57.6%,12,18.2%,15,22.7%,28,42.4%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,9,7,77.8%,s,s,s,s,s,s,s,s
13K439,Brooklyn International High School,Receive free or reduced price lunch,2017-18,273,63,60,82,68,133,48.7%,140,51.3%,81,29.7%,60,22.0%,100,36.6%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,22,73.3%,7,23.3%,s,s,s,s,s,s,45,21,46.7%,15,33.3%,s,s,s,s,s,s
13K439,Brooklyn International High School,Students in temporary housing,2017-18,36,11,s,13,s,15,41.7%,21,58.3%,9,25.0%,7,19.4%,15,41.7%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,7,s,s,s,s,s,s,s,s,s,s
13K439,Brooklyn International High School,Students with Disabilities,2017-18,12,s,s,s,s,s,s,s,s,s,s,s,s,8,66.7%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13K483,The Urban Assembly School for Law and Justice,All Students,2017-18,449,118,120,105,106,238,53.0%,211,47.0%,11,2.4%,302,67.3%,111,24.7%,18,4.0%,7,1.6%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,111,15,13.5%,46,41.4%,37,33.3%,13,11.7%,50,45.0%,100,39,39.0%,49,49.0%,s,s,s,s,s,s
13K483,The Urban Assembly School for Law and Justice,English Language Learners,2017-18,6,s,s,s,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13K483,The Urban Assembly School for Law and Justice,Enrolled over the Counter,2017-18,14,7,s,s,No Data,s,s,s,s,s,s,8,57.1%,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13K483,The Urban Assembly School for Law and Justice,Receive free or reduced price lunch,2017-18,346,96,94,74,82,179,51.7%,167,48.3%,9,2.6%,225,65.0%,94,27.2%,11,3.2%,7,2.0%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,91,15,16.5%,36,39.6%,31,34.1%,9,9.9%,40,44.0%,84,33,39.3%,40,47.6%,s,s,s,s,s,s
13K483,The Urban Assembly School for Law and Justice,Students in temporary housing,2017-18,22,9,s,s,s,13,59.1%,9,40.9%,s,s,14,63.6%,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8,s,s,s,s,s,s,s,s,s,s,8,s,s,s,s,s,s,s,s,s,s
13K483,The Urban Assembly School for Law and Justice,Students with Disabilities,2017-18,76,24,22,17,13,31,40.8%,45,59.2%,s,s,52,68.4%,19,25.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,21,s,s,10,47.6%,6,28.6%,s,s,s,s,21,13,61.9%,7,33.3%,s,s,s,s,s,s
13K499,ACORN Community High School,All Students,2017-18,193,47,44,60,42,82,42.5%,111,57.5%,s,s,153,79.3%,30,15.5%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,19,7,36.8%,7,36.8%,s,s,s,s,s,s,19,14,73.7%,s,s,s,s,s,s,s,s
13K499,ACORN Community High School,English Language Learners,2017-18,10,s,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13K499,ACORN Community High School,Enrolled over the Counter,2017-18,46,19,s,13,s,18,39.1%,28,60.9%,s,s,36,78.3%,8,17.4%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,7,s,s,s,s,s,s,s,s,s,s,7,s,s,s,s,s,s,s,s,s,s
13K499,ACORN Community High School,Receive free or reduced price lunch,2017-18,158,36,36,51,35,67,42.4%,91,57.6%,s,s,123,77.8%,28,17.7%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,16,7,43.8%,s,s,s,s,s,s,s,s,17,13,76.5%,s,s,s,s,s,s,s,s
13K499,ACORN Community High School,Students in temporary housing,2017-18,29,9,s,10,s,12,41.4%,17,58.6%,s,s,22,75.9%,6,20.7%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13K499,ACORN Community High School,Students with Disabilities,2017-18,53,18,11,16,8,18,34.0%,35,66.0%,s,s,41,77.4%,12,22.6%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8,6,75.0%,s,s,s,s,s,s,s,s,9,8,88.9%,s,s,s,s,s,s,s,s
13K527,Urban Assembly Institute of Math and Science for Y,All Students,2017-18,298,70,86,75,67,s,s,s,s,s,s,187,62.8%,41,13.8%,s,s,38,12.8%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,61,s,s,26,42.6%,21,34.4%,s,s,s,s,59,33,55.9%,20,33.9%,s,s,s,s,s,s
13K527,Urban Assembly Institute of Math and Science for Y,Enrolled over the Counter,2017-18,19,8,s,s,No Data,s,s,s,s,s,s,7,36.8%,s,s,s,s,6,31.6%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13K527,Urban Assembly Institute of Math and Science for Y,Receive free or reduced price lunch,2017-18,256,65,74,62,55,s,s,s,s,s,s,153,59.8%,38,14.8%,s,s,34,13.3%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,57,s,s,22,38.6%,21,36.8%,s,s,s,s,55,30,54.5%,19,34.5%,s,s,s,s,s,s
13K527,Urban Assembly Institute of Math and Science for Y,Students in temporary housing,2017-18,14,s,s,s,s,s,s,s,s,s,s,9,64.3%,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13K527,Urban Assembly Institute of Math and Science for Y,Students with Disabilities,2017-18,50,12,14,14,10,s,s,s,s,s,s,38,76.0%,9,18.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,11,s,s,6,54.5%,s,s,s,s,s,s,11,10,90.9%,s,s,s,s,s,s,s,s
13K553,Brooklyn Academy High School,All Students,2017-18,157,No Data,85,45,27,85,54.1%,72,45.9%,s,s,112,71.3%,39,24.8%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
13K553,Brooklyn Academy High School,Enrolled over the Counter,2017-18,96,No Data,48,27,21,49,51.0%,47,49.0%,s,s,69,71.9%,25,26.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
13K553,Brooklyn Academy High School,Receive free or reduced price lunch,2017-18,132,No Data,71,38,23,73,55.3%,59,44.7%,s,s,90,68.2%,36,27.3%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
13K553,Brooklyn Academy High School,Students in temporary housing,2017-18,13,No Data,6,s,s,s,s,s,s,s,s,9,69.2%,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
13K553,Brooklyn Academy High School,Students with Disabilities,2017-18,44,No Data,23,14,7,20,45.5%,24,54.5%,s,s,32,72.7%,10,22.7%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
13K575,Bedford Stuyvesant Preparatory High School,All Students,2017-18,124,No Data,63,22,39,56,45.2%,68,54.8%,s,s,105,84.7%,18,14.5%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
13K575,Bedford Stuyvesant Preparatory High School,English Language Learners,2017-18,s,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
13K575,Bedford Stuyvesant Preparatory High School,Enrolled over the Counter,2017-18,69,No Data,37,13,19,29,42.0%,40,58.0%,s,s,57,82.6%,11,15.9%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
13K575,Bedford Stuyvesant Preparatory High School,Receive free or reduced price lunch,2017-18,98,No Data,48,21,29,48,49.0%,50,51.0%,s,s,81,82.7%,16,16.3%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
13K575,Bedford Stuyvesant Preparatory High School,Students in temporary housing,2017-18,14,No Data,8,s,s,8,57.1%,6,42.9%,s,s,13,92.9%,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
13K575,Bedford Stuyvesant Preparatory High School,Students with Disabilities,2017-18,21,No Data,15,s,s,s,s,s,s,s,s,16,76.2%,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
13K595,Bedford Academy High School,All Students,2017-18,364,101,87,79,97,193,53.0%,169,46.4%,12,3.3%,281,77.2%,39,10.7%,21,5.8%,11,3.0%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,74,8,10.8%,27,36.5%,25,33.8%,14,18.9%,39,52.7%,46,16,34.8%,16,34.8%,s,s,s,s,s,s
13K595,Bedford Academy High School,English Language Learners,2017-18,6,s,s,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13K595,Bedford Academy High School,Enrolled over the Counter,2017-18,46,22,12,s,s,23,50.0%,22,47.8%,s,s,38,82.6%,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,12,s,s,7,58.3%,s,s,s,s,s,s,9,s,s,s,s,s,s,s,s,s,s
13K595,Bedford Academy High School,Receive free or reduced price lunch,2017-18,260,65,67,60,68,140,53.8%,119,45.8%,11,4.2%,197,75.8%,31,11.9%,14,5.4%,7,2.7%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,49,6,12.2%,18,36.7%,15,30.6%,10,20.4%,25,51.0%,33,11,33.3%,11,33.3%,s,s,s,s,s,s
13K595,Bedford Academy High School,Students in temporary housing,2017-18,14,7,s,s,s,s,s,s,s,s,s,10,71.4%,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13K595,Bedford Academy High School,Students with Disabilities,2017-18,46,23,11,s,s,17,37.0%,29,63.0%,s,s,35,76.1%,7,15.2%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,17,6,35.3%,11,64.7%,s,s,s,s,s,s,12,9,75.0%,s,s,s,s,s,s,s,s
